date,LONG_FIZ,SHORT_FIZ,OI_FIZ,NET_FIZ,LONG_YUR,SHORT_YUR,OI_YUR,NET_YUR,OI_TOTAL,DELTA_OI,DELTA_NET_YUR,DELTA_NET_FIZ
2025-03-10,91849,27910,119759,63939,104760,168699,273459,-63939,196609.0,2143.0,-6280.0,6280.0
2025-03-11,94298,26848,121146,67450,104818,172268,277086,-67450,199116.0,2507.0,-3511.0,3511.0
2025-03-12,99957,27015,126972,72942,106840,179782,286622,-72942,206797.0,7681.0,-5492.0,5492.0
2025-03-13,97359,26335,123694,71024,105851,176875,282726,-71024,203210.0,-3587.0,1918.0,-1918.0
2025-03-14,101073,22350,123423,78723,117949,196672,314621,-78723,219022.0,15812.0,-7699.0,7699.0
2025-03-17,96708,21184,117892,75524,121142,196666,317808,-75524,217850.0,-1172.0,3199.0,-3199.0
2025-03-18,96775,18365,115140,78410,122531,200941,323472,-78410,219306.0,1456.0,-2886.0,2886.0
2025-03-19,89107,18779,107886,70328,122907,193235,316142,-70328,212014.0,-7292.0,8082.0,-8082.0
2025-03-20,63741,11953,75694,51788,91783,143571,235354,-51788,155524.0,-56490.0,18540.0,-18540.0
2025-03-21,71917,15956,87873,55961,90494,146455,236949,-55961,162411.0,6887.0,-4173.0,4173.0
2025-03-24,75462,15419,90881,60043,93827,153870,247697,-60043,169289.0,6878.0,-4082.0,4082.0
2025-03-25,80914,16648,97562,64266,94487,158753,253240,-64266,175401.0,6112.0,-4223.0,4223.0
2025-03-26,75950,17212,93162,58738,99315,158053,257368,-58738,175265.0,-136.0,5528.0,-5528.0
2025-03-27,82163,16584,98747,65579,94181,159760,253941,-65579,176344.0,1079.0,-6841.0,6841.0
2025-03-28,85957,17732,103689,68225,97263,165488,262751,-68225,183220.0,6876.0,-2646.0,2646.0
2025-03-31,85522,14587,100109,70935,108459,179394,287853,-70935,193981.0,10761.0,-2710.0,2710.0
2025-04-01,88282,15618,103900,72664,106771,179435,286206,-72664,195053.0,1072.0,-1729.0,1729.0
2025-04-02,87862,19308,107170,68554,108992,177546,286538,-68554,196854.0,1801.0,4110.0,-4110.0
2025-04-03,93058,16124,109182,76934,110657,187591,298248,-76934,203715.0,6861.0,-8380.0,8380.0
2025-04-04,82993,14271,97264,68722,109185,177907,287092,-68722,192178.0,-11537.0,8212.0,-8212.0
2025-04-07,86920,15468,102388,71452,112119,183571,295690,-71452,199039.0,6861.0,-2730.0,2730.0
2025-04-08,84575,16710,101285,67865,107692,175557,283249,-67865,192267.0,-6772.0,3587.0,-3587.0
2025-04-09,84976,18012,102988,66964,105521,172485,278006,-66964,190497.0,-1770.0,901.0,-901.0
2025-04-10,83108,14990,98098,68118,106872,174990,281862,-68118,189980.0,-517.0,-1154.0,1154.0
2025-04-11,82913,16616,99529,66297,116197,182494,298691,-66297,199110.0,9130.0,1821.0,-1821.0
2025-04-14,78722,16433,95155,62289,114356,176645,291001,-62289,193078.0,-6032.0,4008.0,-4008.0
2025-04-15,79580,17171,96751,62409,112841,175250,288091,-62409,192421.0,-657.0,-120.0,120.0
2025-04-16,81138,19524,100662,61614,114837,176451,291288,-61614,195975.0,3554.0,795.0,-795.0
2025-04-17,79996,17363,97359,62633,113795,176428,290223,-62633,193791.0,-2184.0,-1019.0,1019.0
2025-04-18,84776,16472,101248,68304,109100,177404,286504,-68304,193876.0,85.0,-5671.0,5671.0
2025-04-21,84537,20673,105210,63864,115002,178866,293868,-63864,199539.0,5663.0,4440.0,-4440.0
2025-04-22,84319,20772,105091,63547,119485,183032,302517,-63547,203804.0,4265.0,317.0,-317.0
2025-04-23,88102,20088,108190,68014,115581,183595,299176,-68014,203683.0,-121.0,-4467.0,4467.0
2025-04-24,82035,21375,103410,60660,116636,177296,293932,-60660,198671.0,-5012.0,7354.0,-7354.0
2025-04-25,87694,25179,112873,62515,116736,179251,295987,-62515,204430.0,5759.0,-1855.0,1855.0
2025-04-28,90134,21408,111542,68726,108705,177431,286136,-68726,198839.0,-5591.0,-6211.0,6211.0
2025-04-29,92496,20321,112817,72175,105231,177406,282637,-72175,197727.0,-1112.0,-3449.0,3449.0
2025-04-30,95155,18983,114138,76172,101817,177989,279806,-76172,196972.0,-755.0,-3997.0,3997.0
2025-05-02,92196,18078,110274,74118,98427,172545,270972,-74118,190623.0,-6349.0,2054.0,-2054.0
2025-05-05,87569,19254,106823,68315,95223,163538,258761,-68315,182792.0,-7831.0,5803.0,-5803.0
2025-05-06,89202,21697,110899,67505,96218,163723,259941,-67505,185420.0,2628.0,810.0,-810.0
2025-05-07,81068,22162,103230,58906,92823,151729,244552,-58906,173891.0,-11529.0,8599.0,-8599.0
2025-05-08,79811,23178,102989,56633,94305,150938,245243,-56633,174116.0,225.0,2273.0,-2273.0
2025-05-12,78602,21029,99631,57573,97908,155481,253389,-57573,176510.0,2394.0,-940.0,940.0
2025-05-13,82850,23043,105893,59807,107057,166864,273921,-59807,189907.0,13397.0,-2234.0,2234.0
2025-05-14,87219,21271,108490,65948,106794,172742,279536,-65948,194013.0,4106.0,-6141.0,6141.0
2025-05-15,89435,22370,111805,67065,97300,164365,261665,-67065,186735.0,-7278.0,-1117.0,1117.0
2025-05-16,91318,21996,113314,69322,93098,162420,255518,-69322,184416.0,-2319.0,-2257.0,2257.0
2025-05-19,85430,20742,106172,64688,93504,158193,251697,-64689,178934.5,-5481.5,4633.0,-4634.0
2025-05-20,91694,26232,117926,65462,92166,157628,249794,-65462,183860.0,4925.5,-773.0,774.0
2025-05-21,88994,25240,114234,63754,91158,154912,246070,-63754,180152.0,-3708.0,1708.0,-1708.0
2025-05-22,91607,26255,117862,65352,82345,147697,230042,-65352,173952.0,-6200.0,-1598.0,1598.0
2025-05-23,90986,29896,120882,61090,81258,142348,223606,-61090,172244.0,-1708.0,4262.0,-4262.0
2025-05-26,90766,28871,119637,61895,80313,142208,222521,-61895,171079.0,-1165.0,-805.0,805.0
2025-05-27,91850,28613,120463,63237,78118,141355,219473,-63237,169968.0,-1111.0,-1342.0,1342.0
2025-05-28,91847,33378,125225,58469,74710,133179,207889,-58469,166557.0,-3411.0,4768.0,-4768.0
2025-05-29,89777,31553,121330,58224,75266,133491,208757,-58225,165043.5,-1513.5,244.0,-245.0
2025-05-30,89851,30312,120163,59539,76629,136168,212797,-59539,166480.0,1436.5,-1314.0,1315.0
2025-06-02,95313,32020,127333,63293,75560,138853,214413,-63293,170873.0,4393.0,-3754.0,3754.0
2025-06-03,94415,30733,125148,63682,78943,142625,221568,-63682,173358.0,2485.0,-389.0,389.0
2025-06-04,96474,29415,125889,67059,88571,155630,244201,-67059,185045.0,11687.0,-3377.0,3377.0
2025-06-05,95297,30546,125843,64751,90161,154912,245073,-64751,185458.0,413.0,2308.0,-2308.0
2025-06-06,106824,24769,131593,82055,81871,163926,245797,-82055,188695.0,3237.0,-17304.0,17304.0
2025-06-09,106734,22658,129392,84076,77728,161804,239532,-84076,184462.0,-4233.0,-2021.0,2021.0
2025-06-10,108195,21824,130019,86371,73873,160244,234117,-86371,182068.0,-2394.0,-2295.0,2295.0
2025-06-11,111586,21645,133231,89941,72692,162633,235325,-89941,184278.0,2210.0,-3570.0,3570.0
2025-06-13,104617,21920,126537,82697,75293,157990,233283,-82697,179910.0,-4368.0,7244.0,-7244.0
2025-06-16,104535,25363,129898,79172,81633,160805,242438,-79172,186168.0,6258.0,3525.0,-3525.0
2025-06-17,95087,23183,118270,71904,90753,162657,253410,-71904,185840.0,-328.0,7268.0,-7268.0
2025-06-18,93132,21636,114768,71496,96108,167604,263712,-71496,189240.0,3400.0,408.0,-408.0
2025-06-19,92287,17221,109508,75066,91340,166406,257746,-75066,183627.0,-5613.0,-3570.0,3570.0
2025-06-20,74967,18075,93042,56892,77417,134309,211726,-56892,152384.0,-31243.0,18174.0,-18174.0
2025-06-23,73100,19724,92824,53376,78838,132214,211052,-53376,151938.0,-446.0,3516.0,-3516.0
2025-06-24,77161,18017,95178,59144,71594,130738,202332,-59144,148755.0,-3183.0,-5768.0,5768.0
2025-06-25,77368,21122,98490,56246,73112,129358,202470,-56246,150480.0,1725.0,2898.0,-2898.0
2025-06-26,77989,22127,100116,55862,72194,128056,200250,-55862,150183.0,-297.0,384.0,-384.0
2025-06-27,78244,20175,98419,58069,71791,129860,201651,-58069,150035.0,-148.0,-2207.0,2207.0
2025-06-30,86450,21582,108032,64868,71515,136383,207898,-64868,157965.0,7930.0,-6799.0,6799.0
2025-07-01,87057,23631,110688,63426,75195,138621,213816,-63426,162252.0,4287.0,1442.0,-1442.0
2025-07-02,88677,23257,111934,65420,74761,140181,214942,-65420,163438.0,1186.0,-1994.0,1994.0
2025-07-03,96067,24382,120449,71685,77042,148726,225768,-71684,173108.5,9670.5,-6264.0,6265.0
2025-07-04,96399,23455,119854,72944,87474,160418,247892,-72944,183873.0,10764.5,-1260.0,1259.0
2025-07-07,98369,21288,119657,77081,85996,163077,249073,-77081,184365.0,492.0,-4137.0,4137.0
2025-07-08,104116,19358,123474,84758,81066,165824,246890,-84758,185182.0,817.0,-7677.0,7677.0
2025-07-09,109166,23663,132829,85503,78670,164173,242843,-85503,187836.0,2654.0,-745.0,745.0
2025-07-10,111358,22645,134003,88713,76689,165400,242089,-88711,188046.0,210.0,-3208.0,3210.0
2025-07-11,117130,23246,140376,93884,70860,164744,235604,-93884,187990.0,-56.0,-5173.0,5171.0
2025-07-14,116410,27400,143810,89010,69957,158947,228904,-88990,186357.0,-1633.0,4894.0,-4874.0
2025-07-15,117424,33331,150755,84093,71502,155595,227097,-84093,188926.0,2569.0,4897.0,-4917.0
2025-07-16,113666,31642,145308,82024,78407,160431,238838,-82024,192073.0,3147.0,2069.0,-2069.0
2025-07-17,109905,34239,144144,75666,84934,160600,245534,-75666,194839.0,2766.0,6358.0,-6358.0
2025-07-18,114534,34487,149021,80047,85542,165589,251131,-80047,200076.0,5237.0,-4381.0,4381.0
2025-07-21,113158,30847,144005,82311,89840,172151,261991,-82311,202998.0,2922.0,-2264.0,2264.0
2025-07-22,112081,32326,144407,79755,91824,171579,263403,-79755,203905.0,907.0,2556.0,-2556.0
2025-07-23,116735,31651,148386,85084,94829,179913,274742,-85084,211564.0,7659.0,-5329.0,5329.0
2025-07-24,115415,25554,140969,89861,94107,183968,278075,-89861,209522.0,-2042.0,-4777.0,4777.0
2025-07-25,115456,28418,143874,87038,92820,179858,272678,-87038,208276.0,-1246.0,2823.0,-2823.0
2025-07-28,111356,31109,142465,80247,91354,171601,262955,-80247,202710.0,-5566.0,6791.0,-6791.0
2025-07-29,106349,31038,137387,75311,89189,164500,253689,-75311,195538.0,-7172.0,4936.0,-4936.0
2025-07-30,107409,28975,136384,78434,85125,163559,248684,-78434,192534.0,-3004.0,-3123.0,3123.0
2025-07-31,106942,25937,132879,81005,86372,167377,253749,-81005,193314.0,780.0,-2571.0,2571.0
2025-08-01,106748,27207,133955,79541,84665,164206,248871,-79541,191413.0,-1901.0,1464.0,-1464.0
2025-08-04,109612,32851,142463,76761,85847,162608,248455,-76761,195459.0,4046.0,2780.0,-2780.0
2025-08-05,110955,26858,137813,84097,86982,171079,258061,-84097,197937.0,2478.0,-7336.0,7336.0
2025-08-06,109140,28159,137299,80981,85811,166792,252603,-80981,194951.0,-2986.0,3116.0,-3116.0
2025-08-07,122745,28380,151125,94365,98096,192461,290557,-94365,220841.0,25890.0,-13384.0,13384.0
2025-08-08,134087,29006,163093,105081,97132,202213,299345,-105081,231219.0,10378.0,-10716.0,10716.0
2025-08-11,128831,31219,160050,97612,101130,201702,302832,-100572,231441.0,222.0,4509.0,-7469.0
2025-08-12,129825,28105,157930,101720,101417,203137,304554,-101720,231242.0,-199.0,-1148.0,4108.0
2025-08-13,134482,27556,162038,106926,101448,208374,309822,-106926,235930.0,4688.0,-5206.0,5206.0
2025-08-14,132933,27667,160600,105266,103579,208845,312424,-105266,236512.0,582.0,1660.0,-1660.0
2025-08-15,132108,26386,158494,105722,105942,211664,317606,-105722,238050.0,1538.0,-456.0,456.0
2025-08-18,141307,29394,170701,111913,102853,214766,317619,-111913,244160.0,6110.0,-6191.0,6191.0
2025-08-19,140761,29795,170556,110966,105466,216432,321898,-110966,246227.0,2067.0,947.0,-947.0
2025-08-20,139846,29272,169118,110574,99210,209784,308994,-110574,239056.0,-7171.0,392.0,-392.0
2025-08-21,139023,30363,169386,108660,98219,206879,305098,-108660,237242.0,-1814.0,1914.0,-1914.0
2025-08-22,136719,27773,164492,108946,99878,208824,308702,-108946,236597.0,-645.0,-286.0,286.0
2025-08-25,129448,27865,157313,101583,98958,200541,299499,-101583,228406.0,-8191.0,7363.0,-7363.0
2025-08-26,132766,28442,161208,104324,97448,201772,299220,-104324,230214.0,1808.0,-2741.0,2741.0
2025-08-27,136502,31340,167842,105162,100226,205388,305614,-105162,236728.0,6514.0,-838.0,838.0
2025-08-28,137730,28160,165890,109570,102666,212236,314902,-109570,240396.0,3668.0,-4408.0,4408.0
2025-08-29,133462,29026,162488,104436,97831,202267,300098,-104436,231293.0,-9103.0,5134.0,-5134.0
2025-09-01,136038,29121,165159,106917,93669,200587,294256,-106918,229707.5,-1585.5,-2482.0,2481.0
2025-09-02,136640,31120,167760,105520,92635,198155,290790,-105520,229275.0,-432.5,1398.0,-1397.0
2025-09-03,134281,33385,167666,100896,91740,192636,284376,-100896,226021.0,-3254.0,4624.0,-4624.0
2025-09-04,138088,34109,172197,103979,90511,194490,285001,-103979,228599.0,2578.0,-3083.0,3083.0
2025-09-05,139639,32696,172335,106943,91637,198580,290217,-106943,231276.0,2677.0,-2964.0,2964.0
2025-09-08,136336,31949,168285,104387,91961,196348,288309,-104387,228297.0,-2979.0,2556.0,-2556.0
2025-09-09,133571,31961,165532,101610,96363,197973,294336,-101610,229934.0,1637.0,2777.0,-2777.0
2025-09-10,138298,34079,172377,104219,98466,202685,301151,-104219,236764.0,6830.0,-2609.0,2609.0
2025-09-11,134422,36911,171333,97511,104240,201751,305991,-97511,238662.0,1898.0,6708.0,-6708.0
2025-09-12,128884,36596,165480,92288,95472,187760,283232,-92288,224356.0,-14306.0,5223.0,-5223.0
2025-09-15,123143,28847,151990,94296,85755,180051,265806,-94296,208898.0,-15458.0,-2008.0,2008.0
2025-09-16,120231,28824,149055,91407,83249,174656,257905,-91407,203480.0,-5418.0,2889.0,-2889.0
2025-09-17,113299,31167,144466,82132,84711,166843,251554,-82132,198010.0,-5470.0,9275.0,-9275.0
2025-09-18,120614,25712,146326,94902,90334,185236,275570,-94902,210948.0,12938.0,-12770.0,12770.0
2025-09-19,119473,23891,143364,95582,72615,168197,240812,-95582,192088.0,-18860.0,-680.0,680.0
2025-09-22,133464,25171,158635,108293,83185,191478,274663,-108293,216649.0,24561.0,-12711.0,12711.0
2025-09-23,125703,24350,150053,101353,88223,189576,277799,-101353,213926.0,-2723.0,6940.0,-6940.0
2025-09-24,122339,29589,151928,92750,87316,180066,267382,-92750,209655.0,-4271.0,8603.0,-8603.0
2025-09-25,125884,29300,155184,96584,88900,185484,274384,-96584,214784.0,5129.0,-3834.0,3834.0
2025-09-26,128278,26569,154847,101709,88216,189925,278141,-101709,216494.0,1710.0,-5125.0,5125.0
2025-09-29,133069,24061,157130,109008,80317,189325,269642,-109008,213386.0,-3108.0,-7299.0,7299.0
2025-09-30,137101,22822,159923,114279,76978,191257,268235,-114279,214079.0,693.0,-5271.0,5271.0
2025-10-01,141911,24307,166218,117604,73367,190971,264338,-117604,215278.0,1199.0,-3325.0,3325.0
2025-10-02,141735,23346,165081,118389,79184,197573,276757,-118389,220919.0,5641.0,-785.0,785.0
2025-10-03,146333,21815,168148,124518,77938,202456,280394,-124518,224271.0,3352.0,-6129.0,6129.0
2025-10-06,145104,25046,170150,120058,86001,206059,292060,-120058,231105.0,6834.0,4460.0,-4460.0
2025-10-07,142976,23914,166890,119062,80065,199123,279188,-119058,223039.0,-8066.0,1000.0,-996.0
2025-10-08,152086,26959,179045,125127,72995,198122,271117,-125127,225081.0,2042.0,-6069.0,6065.0
2025-10-09,145075,23105,168180,121970,82623,204593,287216,-121970,227698.0,2617.0,3157.0,-3157.0
2025-10-10,144396,24549,168945,119847,90416,210263,300679,-119847,234812.0,7114.0,2123.0,-2123.0
2025-10-13,139019,25059,164078,113960,91733,205693,297426,-113960,230752.0,-4060.0,5887.0,-5887.0
2025-10-14,142142,23656,165798,118486,78799,197285,276084,-118486,220941.0,-9811.0,-4526.0,4526.0
2025-10-15,139002,24304,163306,114698,83277,197975,281252,-114698,222279.0,1338.0,3788.0,-3788.0
2025-10-16,145710,26392,172102,119318,82207,201525,283732,-119318,227917.0,5638.0,-4620.0,4620.0
2025-10-17,153019,22217,175236,130802,93208,224010,317218,-130802,246227.0,18310.0,-11484.0,11484.0
2025-10-20,147098,23322,170420,123776,100631,224407,325038,-123776,247729.0,1502.0,7026.0,-7026.0
2025-10-21,147471,22184,169655,125287,98714,224001,322715,-125287,246185.0,-1544.0,-1511.0,1511.0
2025-10-22,152942,19340,172282,133602,94723,228325,323048,-133602,247665.0,1480.0,-8315.0,8315.0
2025-10-23,151220,19251,170471,131969,89318,221287,310605,-131969,240538.0,-7127.0,1633.0,-1633.0
2025-10-24,159139,21188,180327,137951,88933,226884,315817,-137951,248072.0,7534.0,-5982.0,5982.0
2025-10-27,161070,26536,187606,134534,80679,215213,295892,-134534,241749.0,-6323.0,3417.0,-3417.0
2025-10-28,154194,23221,177415,130973,85002,215975,300977,-130973,239196.0,-2553.0,3561.0,-3561.0
2025-10-29,156013,25709,181722,130304,80107,210411,290518,-130304,236120.0,-3076.0,669.0,-669.0
2025-10-30,151782,33166,184948,118616,80306,198922,279228,-118616,232088.0,-4032.0,11688.0,-11688.0
2025-10-31,146465,27216,173681,119249,77369,196627,273996,-119258,223838.5,-8249.5,-642.0,633.0
2025-11-03,146037,23655,169692,122382,72177,194559,266736,-122382,218214.0,-5624.5,-3124.0,3133.0
2025-11-05,147805,23431,171236,124374,83950,208324,292274,-124374,231755.0,13541.0,-1992.0,1992.0
2025-11-06,149384,25481,174865,123903,79264,203164,282428,-123900,228646.5,-3108.5,474.0,-471.0
2025-11-07,146923,24039,170962,122884,77846,200730,278576,-122884,224769.0,-3877.5,1016.0,-1019.0
2025-11-10,153587,26394,179981,127193,79468,206661,286129,-127193,233055.0,8286.0,-4309.0,4309.0
2025-11-11,155132,24219,179351,130913,78232,209145,287377,-130913,233364.0,309.0,-3720.0,3720.0
2025-11-12,158183,28521,186704,129662,78066,207728,285794,-129662,236249.0,2885.0,1251.0,-1251.0
2025-11-13,153285,25361,178646,127924,79441,207365,286806,-127924,232726.0,-3523.0,1738.0,-1738.0
2025-11-14,157589,25720,183309,131869,76155,208024,284179,-131869,233744.0,1018.0,-3945.0,3945.0
2025-11-17,153610,26533,180143,127077,77067,204144,281211,-127077,230677.0,-3067.0,4792.0,-4792.0
2025-11-18,155633,28515,184148,127118,81360,208478,289838,-127118,236993.0,6316.0,-41.0,41.0
2025-11-19,153094,39720,192814,113374,106975,220349,327324,-113374,260069.0,23076.0,13744.0,-13744.0
2025-11-20,148442,33691,182133,114751,107756,222507,330263,-114751,256198.0,-3871.0,-1377.0,1377.0
2025-11-21,152143,31878,184021,120265,110979,231234,342213,-120255,263117.0,6919.0,-5504.0,5514.0
2025-11-24,155749,30949,186698,124800,111549,236349,347898,-124800,267298.0,4181.0,-4545.0,4535.0
2025-11-25,155405,30558,185963,124847,111780,236627,348407,-124847,267185.0,-113.0,-47.0,47.0
2025-11-26,153990,31088,185078,122902,109219,232119,341338,-122900,263208.0,-3977.0,1947.0,-1945.0
2025-11-27,157201,33253,190454,123948,103491,227439,330930,-123948,260692.0,-2516.0,-1048.0,1046.0
2025-11-28,161254,27121,188375,134133,96132,230266,326398,-134134,257386.5,-3305.5,-10186.0,10185.0
2025-12-01,158618,28858,187476,129760,100958,230718,331676,-129760,259576.0,2189.5,4374.0,-4373.0
2025-12-02,155782,30563,186345,125219,99843,225062,324905,-125219,255625.0,-3951.0,4541.0,-4541.0
2025-12-03,153372,30163,183535,123209,85888,209097,294985,-123209,239260.0,-16365.0,2010.0,-2010.0
2025-12-04,151396,28142,179538,123254,80686,203940,284626,-123254,232082.0,-7178.0,-45.0,45.0
2025-12-05,163862,30742,194604,133120,96090,229210,325300,-133120,259952.0,27870.0,-9866.0,9866.0
2025-12-08,147527,28635,176162,118892,101719,220611,322330,-118892,249246.0,-10706.0,14228.0,-14228.0
2025-12-09,143502,31014,174516,112488,101366,213854,315220,-112488,244868.0,-4378.0,6404.0,-6404.0
2025-12-10,143365,29474,172839,113891,101611,215502,317113,-113891,244976.0,108.0,-1403.0,1403.0
2025-12-11,152736,32304,185040,120432,104561,224993,329554,-120432,257297.0,12321.0,-6541.0,6541.0
2025-12-12,146444,31879,178323,114565,103088,217653,320741,-114565,249532.0,-7765.0,5867.0,-5867.0
2025-12-15,144184,36520,180704,107664,104615,212279,316894,-107664,248799.0,-733.0,6901.0,-6901.0
2025-12-16,142867,36255,179122,106612,108795,215407,324202,-106612,251662.0,2863.0,1052.0,-1052.0
2025-12-17,133234,36140,169374,97094,105754,202852,308606,-97098,238990.0,-12672.0,9514.0,-9518.0
2025-12-18,127157,32412,159569,94745,121873,216618,338491,-94745,249030.0,10040.0,2353.0,-2349.0
2025-12-19,123738,28698,152436,95040,97497,192537,290034,-95040,221235.0,-27795.0,-295.0,295.0
2025-12-22,125802,26316,152118,99486,97185,196671,293856,-99486,222987.0,1752.0,-4446.0,4446.0
2025-12-23,130555,23686,154241,106869,92807,199676,292483,-106869,223362.0,375.0,-7383.0,7383.0
2025-12-24,128881,25924,154805,102957,91984,194941,286925,-102957,220865.0,-2497.0,3912.0,-3912.0
2025-12-25,130730,26408,157138,104322,91676,195998,287674,-104322,222406.0,1541.0,-1365.0,1365.0
2025-12-26,134275,23258,157533,111017,89323,200340,289663,-111017,223598.0,1192.0,-6695.0,6695.0
2025-12-29,136306,21439,157745,114867,89518,204385,293903,-114867,225824.0,2226.0,-3850.0,3850.0
2025-12-30,132870,22415,155285,110455,84739,195194,279933,-110455,217609.0,-8215.0,4412.0,-4412.0
2026-01-05,128220,22276,150496,105944,88259,194203,282462,-105944,216479.0,-1130.0,4511.0,-4511.0
2026-01-06,124658,24599,149257,100059,85698,185757,271455,-100059,210356.0,-6123.0,5885.0,-5885.0
2026-01-08,127598,27161,154759,100437,86398,186835,273233,-100437,213996.0,3640.0,-378.0,378.0
2026-01-09,127176,29329,156505,97847,86211,184058,270269,-97847,213387.0,-609.0,2590.0,-2590.0
2026-01-12,127344,34440,161784,92904,86971,179875,266846,-92904,214315.0,928.0,4943.0,-4943.0
2026-01-13,127921,34845,162766,93076,88861,181937,270798,-93076,216782.0,2467.0,-172.0,172.0
2026-01-14,125485,32246,157731,93239,93162,186401,279563,-93239,218647.0,1865.0,-163.0,163.0
2026-01-15,125317,29225,154542,96092,91253,187345,278598,-96092,216570.0,-2077.0,-2853.0,2853.0
2026-01-16,129900,30161,160061,99739,98529,198267,296796,-99738,228428.5,11858.5,-3646.0,3647.0
2026-01-19,127178,29570,156748,97608,99321,196929,296250,-97608,226499.0,-1929.5,2130.0,-2131.0
2026-01-20,120920,28708,149628,92212,100942,193154,294096,-92212,221862.0,-4637.0,5396.0,-5396.0
2026-01-21,128026,28853,156879,99173,99116,198290,297406,-99174,227142.5,5280.5,-6962.0,6961.0
2026-01-22,128504,26422,154926,102082,96730,198816,295546,-102086,225236.0,-1906.5,-2912.0,2909.0
2026-01-23,124585,26323,150908,98262,101768,200030,301798,-98262,226353.0,1117.0,3824.0,-3820.0
2026-01-26,122658,28011,150669,94647,107060,201707,308767,-94647,229718.0,3365.0,3615.0,-3615.0
2026-01-27,117251,21896,139147,95355,108721,204076,312797,-95355,225972.0,-3746.0,-708.0,708.0
2026-01-28,118633,21448,140081,97185,108248,205433,313681,-97185,226881.0,909.0,-1830.0,1830.0
2026-01-29,122076,22627,144703,99449,114573,214022,328595,-99449,236649.0,9768.0,-2264.0,2264.0
2026-01-30,126948,23752,150700,103196,107877,211073,318950,-103196,234825.0,-1824.0,-3747.0,3747.0
2026-02-02,126193,23779,149972,102414,106854,209268,316122,-102414,233047.0,-1778.0,782.0,-782.0
2026-02-03,125831,23800,149631,102031,107785,209813,317598,-102028,233614.5,567.5,386.0,-383.0
2026-02-04,127021,26887,153908,100134,111953,212087,324040,-100134,238974.0,5359.5,1894.0,-1897.0
2026-02-05,121538,25998,147536,95540,115152,210692,325844,-95540,236690.0,-2284.0,4594.0,-4594.0
2026-02-06,120405,25177,145582,95228,110614,205842,316456,-95228,231019.0,-5671.0,312.0,-312.0
2026-02-09,122243,24712,146955,97531,107066,204597,311663,-97531,229309.0,-1710.0,-2303.0,2303.0
2026-02-10,121625,26911,148536,94714,102083,196797,298880,-94714,223708.0,-5601.0,2817.0,-2817.0
2026-02-11,121597,22766,144363,98831,100804,199635,300439,-98831,222401.0,-1307.0,-4117.0,4117.0
2026-02-12,119472,23418,142890,96054,115883,211937,327820,-96054,235355.0,12954.0,2777.0,-2777.0
2026-02-13,119341,22548,141889,96793,123056,219849,342905,-96793,242397.0,7042.0,-739.0,739.0
2026-02-16,117079,23016,140095,94063,121211,215274,336485,-94063,238290.0,-4107.0,2730.0,-2730.0
2026-02-17,115459,23773,139232,91686,120148,211834,331982,-91686,235607.0,-2683.0,2377.0,-2377.0
2026-02-18,117369,25476,142845,91893,116821,208714,325535,-91893,234190.0,-1417.0,-207.0,207.0
2026-02-19,116781,27062,143843,89719,118358,208077,326435,-89719,235139.0,949.0,2174.0,-2174.0
2026-02-20,117497,22847,140344,94650,114751,209401,324152,-94650,232248.0,-2891.0,-4931.0,4931.0
2026-02-23,117966,22853,140819,95113,114543,209656,324199,-95113,232509.0,261.0,-463.0,463.0
2026-02-24,115467,26526,141993,88941,116020,204961,320981,-88941,231487.0,-1022.0,6172.0,-6172.0
2026-02-25,115838,25625,141463,90213,114549,204762,319311,-90213,230387.0,-1100.0,-1272.0,1272.0
2026-02-26,110391,27441,137832,82950,115915,198865,314780,-82950,226306.0,-4081.0,7263.0,-7263.0
2026-02-27,116000,26068,142068,89932,115830,205762,321592,-89932,231830.0,5524.0,-6982.0,6982.0
2026-03-02,103387,27460,130847,75927,119378,195305,314683,-75927,222765.0,-9065.0,14005.0,-14005.0
2026-03-03,93434,24654,118088,68780,118549,187329,305878,-68780,211983.0,-10782.0,7147.0,-7147.0
2026-03-04,94057,24577,118634,69480,114489,183969,298458,-69480,208546.0,-3437.0,-700.0,700.0
2026-03-05,95220,22221,117441,72999,111511,184510,296021,-72999,206731.0,-1815.0,-3519.0,3519.0
2026-03-06,96563,27569,124132,68994,114923,183917,298840,-68994,211486.0,4755.0,4005.0,-4005.0
2026-03-09,91309,26635,117944,64674,110264,174938,285202,-64674,201573.0,-9913.0,4320.0,-4320.0
2026-03-10,87172,22090,109262,65082,110063,175145,285208,-65082,197235.0,-4338.0,-408.0,408.0
2026-03-11,88676,21814,110490,66862,107638,174500,282138,-66862,196314.0,-921.0,-1780.0,1780.0
2026-03-12,89772,22698,112470,67074,110212,177286,287498,-67074,199984.0,3670.0,-212.0,212.0
2026-03-13,87426,22506,109932,64920,114393,179313,293706,-64920,201819.0,1835.0,2154.0,-2154.0
2026-03-16,82077,23365,105442,58712,115434,174146,289580,-58712,197511.0,-4308.0,6208.0,-6208.0
2026-03-17,83610,22960,106570,60650,117983,178633,296616,-60650,201593.0,4082.0,-1938.0,1938.0
2026-03-18,79791,23918,103709,55873,125634,181507,307141,-55873,205425.0,3832.0,4777.0,-4777.0
2026-03-19,77137,20900,98037,56237,127476,183713,311189,-56237,204613.0,-812.0,-364.0,364.0
